SessionID,Date,ResourceID,MethodID,Duration_Minutes,FocusScore,Passive_Flag,Hour,DateTime
6059,2020-12-16 00:34:16.952844,103,2,98,89,1,19,2020-12-16 19:34:16.952844
6060,2020-12-17 00:34:16.952844,102,3,204,52,1,10,2020-12-17 10:34:16.952844
6061,2020-12-18 00:34:16.952844,104,3,185,52,0,9,2020-12-18 09:34:16.952844
6062,2020-12-19 00:34:16.952844,104,2,131,78,1,20,2020-12-19 20:34:16.952844
6063,2020-12-20 00:34:16.952844,102,1,117,87,0,12,2020-12-20 12:34:16.952844
6064,2020-12-21 00:34:16.952844,106,4,216,62,1,8,2020-12-21 08:34:16.952844
6065,2020-12-22 00:34:16.952844,102,5,104,79,0,18,2020-12-22 18:34:16.952844
6066,2020-12-23 00:34:16.952844,101,3,222,58,1,15,2020-12-23 15:34:16.952844
6067,2020-12-24 00:34:16.952844,105,3,174,75,0,7,2020-12-24 07:34:16.952844
6068,2020-12-25 00:34:16.952844,103,5,160,89,1,17,2020-12-25 17:34:16.952844
6069,2020-12-26 00:34:16.952844,106,4,55,84,0,17,2020-12-26 17:34:16.952844
6070,2020-12-27 00:34:16.952844,101,5,101,86,0,8,2020-12-27 08:34:16.952844
6071,2020-12-28 00:34:16.952844,102,3,93,89,1,11,2020-12-28 11:34:16.952844
6072,2020-12-29 00:34:16.952844,107,2,152,83,0,7,2020-12-29 07:34:16.952844
6073,2020-12-30 00:34:16.952844,106,4,213,59,0,18,2020-12-30 18:34:16.952844
6074,2020-12-31 00:34:16.952844,102,1,177,83,1,14,2020-12-31 14:34:16.952844
6075,2021-01-01 00:34:16.952844,107,5,76,75,1,18,2021-01-01 18:34:16.952844
6076,2021-01-02 00:34:16.952844,105,3,31,93,0,19,2021-01-02 19:34:16.952844
6077,2021-01-03 00:34:16.952844,104,2,219,63,0,16,2021-01-03 16:34:16.952844
6078,2021-01-04 00:34:16.952844,101,3,101,80,1,19,2021-01-04 19:34:16.952844
6079,2021-01-05 00:34:16.952844,103,3,169,89,0,21,2021-01-05 21:34:16.952844
6080,2021-01-06 00:34:16.952844,106,4,203,50,1,15,2021-01-06 15:34:16.952844
6081,2021-01-07 00:34:16.952844,101,4,89,85,1,21,2021-01-07 21:34:16.952844
6082,2021-01-08 00:34:16.952844,105,2,214,52,0,7,2021-01-08 07:34:16.952844
6083,2021-01-09 00:34:16.952844,103,1,144,92,1,21,2021-01-09 21:34:16.952844
6084,2021-01-10 00:34:16.952844,103,4,81,76,0,19,2021-01-10 19:34:16.952844
6085,2021-01-11 00:34:16.952844,105,3,125,81,1,11,2021-01-11 11:34:16.952844
6086,2021-01-12 00:34:16.952844,102,4,229,68,0,12,2021-01-12 12:34:16.952844
6087,2021-01-13 00:34:16.952844,106,1,140,84,0,18,2021-01-13 18:34:16.952844
6088,2021-01-14 00:34:16.952844,105,2,51,75,0,7,2021-01-14 07:34:16.952844
6089,2021-01-15 00:34:16.952844,104,1,195,62,0,20,2021-01-15 20:34:16.952844
6090,2021-01-16 00:34:16.952844,104,4,64,85,0,22,2021-01-16 22:34:16.952844
6091,2021-01-17 00:34:16.952844,101,5,157,77,1,18,2021-01-17 18:34:16.952844
6092,2021-01-18 00:34:16.952844,106,2,112,84,0,12,2021-01-18 12:34:16.952844
6093,2021-01-19 00:34:16.952844,106,2,172,85,0,6,2021-01-19 06:34:16.952844
6094,2021-01-20 00:34:16.952844,103,1,140,87,0,8,2021-01-20 08:34:16.952844
6095,2021-01-21 00:34:16.952844,103,1,130,78,1,12,2021-01-21 12:34:16.952844
6096,2021-01-22 00:34:16.952844,101,3,42,83,1,22,2021-01-22 22:34:16.952844
6097,2021-01-23 00:34:16.952844,102,1,214,66,1,17,2021-01-23 17:34:16.952844
6098,2021-01-24 00:34:16.952844,102,5,127,79,0,21,2021-01-24 21:34:16.952844
6099,2021-01-25 00:34:16.952844,101,3,77,81,0,15,2021-01-25 15:34:16.952844
6100,2021-01-26 00:34:16.952844,101,4,30,86,1,21,2021-01-26 21:34:16.952844
6101,2021-01-27 00:34:16.952844,105,2,178,85,0,20,2021-01-27 20:34:16.952844
6102,2021-01-28 00:34:16.952844,107,4,73,93,0,16,2021-01-28 16:34:16.952844
6103,2021-01-29 00:34:16.952844,107,4,215,61,1,11,2021-01-29 11:34:16.952844
6104,2021-01-30 00:34:16.952844,101,1,73,88,0,6,2021-01-30 06:34:16.952844
6105,2021-01-31 00:34:16.952844,105,3,191,53,0,12,2021-01-31 12:34:16.952844
6106,2021-02-01 00:34:16.952844,104,3,221,69,1,17,2021-02-01 17:34:16.952844
6107,2021-02-02 00:34:16.952844,107,4,148,90,0,9,2021-02-02 09:34:16.952844
6108,2021-02-03 00:34:16.952844,101,1,39,87,0,15,2021-02-03 15:34:16.952844
6109,2021-02-04 00:34:16.952844,106,3,223,52,0,7,2021-02-04 07:34:16.952844
6110,2021-02-05 00:34:16.952844,102,2,163,93,0,14,2021-02-05 14:34:16.952844
6111,2021-02-06 00:34:16.952844,106,1,216,69,0,15,2021-02-06 15:34:16.952844
6112,2021-02-07 00:34:16.952844,102,2,37,88,0,16,2021-02-07 16:34:16.952844
6113,2021-02-08 00:34:16.952844,102,3,39,77,1,19,2021-02-08 19:34:16.952844
6114,2021-02-09 00:34:16.952844,101,4,195,64,0,8,2021-02-09 08:34:16.952844
6115,2021-02-10 00:34:16.952844,105,2,116,92,0,6,2021-02-10 06:34:16.952844
6116,2021-02-11 00:34:16.952844,101,2,75,93,1,12,2021-02-11 12:34:16.952844
6117,2021-02-12 00:34:16.952844,106,3,57,84,1,9,2021-02-12 09:34:16.952844
6118,2021-02-13 00:34:16.952844,102,1,204,53,0,12,2021-02-13 12:34:16.952844
6119,2021-02-14 00:34:16.952844,104,4,84,76,0,21,2021-02-14 21:34:16.952844
6120,2021-02-15 00:34:16.952844,102,3,96,81,0,15,2021-02-15 15:34:16.952844
6121,2021-02-16 00:34:16.952844,105,2,84,90,1,20,2021-02-16 20:34:16.952844
6122,2021-02-17 00:34:16.952844,101,1,60,84,0,21,2021-02-17 21:34:16.952844
6123,2021-02-18 00:34:16.952844,102,1,48,91,0,11,2021-02-18 11:34:16.952844
6124,2021-02-19 00:34:16.952844,104,1,185,68,1,9,2021-02-19 09:34:16.952844
6125,2021-02-20 00:34:16.952844,102,2,116,94,1,9,2021-02-20 09:34:16.952844
6126,2021-02-21 00:34:16.952844,106,5,42,87,1,9,2021-02-21 09:34:16.952844
6127,2021-02-22 00:34:16.952844,104,2,72,85,0,22,2021-02-22 22:34:16.952844
6128,2021-02-23 00:34:16.952844,104,4,205,64,0,18,2021-02-23 18:34:16.952844
6129,2021-02-24 00:34:16.952844,105,4,174,92,1,7,2021-02-24 07:34:16.952844
6130,2021-02-25 00:34:16.952844,103,3,57,93,0,11,2021-02-25 11:34:16.952844
6131,2021-02-26 00:34:16.952844,106,1,33,79,0,6,2021-02-26 06:34:16.952844
6132,2021-02-27 00:34:16.952844,104,3,68,76,1,13,2021-02-27 13:34:16.952844
6133,2021-02-28 00:34:16.952844,107,5,126,86,1,9,2021-02-28 09:34:16.952844
6134,2021-03-01 00:34:16.952844,101,5,199,57,0,10,2021-03-01 10:34:16.952844
6135,2021-03-02 00:34:16.952844,107,2,126,86,0,10,2021-03-02 10:34:16.952844
6136,2021-03-03 00:34:16.952844,102,5,159,84,0,20,2021-03-03 20:34:16.952844
6137,2021-03-04 00:34:16.952844,105,4,115,91,1,15,2021-03-04 15:34:16.952844
6138,2021-03-05 00:34:16.952844,106,5,119,77,0,13,2021-03-05 13:34:16.952844
6139,2021-03-06 00:34:16.952844,101,5,228,61,0,12,2021-03-06 12:34:16.952844
6140,2021-03-07 00:34:16.952844,105,2,229,69,0,17,2021-03-07 17:34:16.952844
6141,2021-03-08 00:34:16.952844,102,1,105,77,0,16,2021-03-08 16:34:16.952844
6142,2021-03-09 00:34:16.952844,102,5,238,58,0,18,2021-03-09 18:34:16.952844
6143,2021-03-10 00:34:16.952844,103,5,39,80,0,20,2021-03-10 20:34:16.952844
6144,2021-03-11 00:34:16.952844,103,3,214,50,1,22,2021-03-11 22:34:16.952844
6145,2021-03-12 00:34:16.952844,105,2,137,79,0,13,2021-03-12 13:34:16.952844
6146,2021-03-13 00:34:16.952844,101,4,234,64,1,11,2021-03-13 11:34:16.952844
6147,2021-03-14 00:34:16.952844,107,2,115,85,0,16,2021-03-14 16:34:16.952844
6148,2021-03-15 00:34:16.952844,107,2,197,54,0,14,2021-03-15 14:34:16.952844
6149,2021-03-16 00:34:16.952844,105,2,137,76,1,10,2021-03-16 10:34:16.952844
6150,2021-03-17 00:34:16.952844,101,4,77,77,0,12,2021-03-17 12:34:16.952844
6151,2021-03-18 00:34:16.952844,106,3,135,93,1,20,2021-03-18 20:34:16.952844
6152,2021-03-19 00:34:16.952844,102,3,229,56,1,9,2021-03-19 09:34:16.952844
6153,2021-03-20 00:34:16.952844,101,1,62,86,0,18,2021-03-20 18:34:16.952844
6154,2021-03-21 00:34:16.952844,107,1,194,65,0,6,2021-03-21 06:34:16.952844
6155,2021-03-22 00:34:16.952844,107,1,118,78,0,6,2021-03-22 06:34:16.952844
6156,2021-03-23 00:34:16.952844,103,2,110,76,0,19,2021-03-23 19:34:16.952844
6157,2021-03-24 00:34:16.952844,101,2,60,86,1,14,2021-03-24 14:34:16.952844
6158,2021-03-25 00:34:16.952844,107,1,59,86,1,17,2021-03-25 17:34:16.952844
6159,2021-03-26 00:34:16.952844,107,5,201,61,1,14,2021-03-26 14:34:16.952844
6160,2021-03-27 00:34:16.952844,101,5,80,91,0,13,2021-03-27 13:34:16.952844
6161,2021-03-28 00:34:16.952844,106,2,181,60,1,19,2021-03-28 19:34:16.952844
6162,2021-03-29 00:34:16.952844,103,4,42,82,0,14,2021-03-29 14:34:16.952844
6163,2021-03-30 00:34:16.952844,107,5,103,82,1,7,2021-03-30 07:34:16.952844
6164,2021-03-31 00:34:16.952844,107,3,221,69,1,6,2021-03-31 06:34:16.952844
6165,2021-04-01 00:34:16.952844,102,1,101,83,0,18,2021-04-01 18:34:16.952844
6166,2021-04-02 00:34:16.952844,105,5,100,88,1,15,2021-04-02 15:34:16.952844
6167,2021-04-03 00:34:16.952844,103,4,57,76,0,13,2021-04-03 13:34:16.952844
6168,2021-04-04 00:34:16.952844,102,2,150,85,1,12,2021-04-04 12:34:16.952844
6169,2021-04-05 00:34:16.952844,105,5,37,87,0,17,2021-04-05 17:34:16.952844
6170,2021-04-06 00:34:16.952844,103,4,140,77,1,22,2021-04-06 22:34:16.952844
6171,2021-04-07 00:34:16.952844,101,5,52,88,1,17,2021-04-07 17:34:16.952844
6172,2021-04-08 00:34:16.952844,104,1,44,76,0,21,2021-04-08 21:34:16.952844
6173,2021-04-09 00:34:16.952844,105,1,90,93,0,15,2021-04-09 15:34:16.952844
6174,2021-04-10 00:34:16.952844,106,3,233,69,0,17,2021-04-10 17:34:16.952844
6175,2021-04-11 00:34:16.952844,104,3,193,52,1,16,2021-04-11 16:34:16.952844
6176,2021-04-12 00:34:16.952844,101,3,98,77,1,19,2021-04-12 19:34:16.952844
6177,2021-04-13 00:34:16.952844,105,2,204,68,1,18,2021-04-13 18:34:16.952844
6178,2021-04-14 00:34:16.952844,104,5,31,86,0,7,2021-04-14 07:34:16.952844
6179,2021-04-15 00:34:16.952844,102,4,221,66,0,12,2021-04-15 12:34:16.952844
6180,2021-04-16 00:34:16.952844,107,3,107,84,0,6,2021-04-16 06:34:16.952844
6181,2021-04-17 00:34:16.952844,103,3,96,78,0,8,2021-04-17 08:34:16.952844
6182,2021-04-18 00:34:16.952844,103,3,131,90,0,17,2021-04-18 17:34:16.952844
6183,2021-04-19 00:34:16.952844,107,5,196,64,1,10,2021-04-19 10:34:16.952844
6184,2021-04-20 00:34:16.952844,106,1,50,94,0,17,2021-04-20 17:34:16.952844
6185,2021-04-21 00:34:16.952844,106,4,183,60,0,8,2021-04-21 08:34:16.952844
6186,2021-04-22 00:34:16.952844,104,2,179,75,0,10,2021-04-22 10:34:16.952844
6187,2021-04-23 00:34:16.952844,104,5,194,62,1,6,2021-04-23 06:34:16.952844
6188,2021-04-24 00:34:16.952844,105,3,114,88,0,21,2021-04-24 21:34:16.952844
6189,2021-04-25 00:34:16.952844,107,5,166,91,0,14,2021-04-25 14:34:16.952844
6190,2021-04-26 00:34:16.952844,102,1,76,81,0,15,2021-04-26 15:34:16.952844
6191,2021-04-27 00:34:16.952844,103,1,88,86,0,15,2021-04-27 15:34:16.952844
6192,2021-04-28 00:34:16.952844,107,4,221,55,1,18,2021-04-28 18:34:16.952844
6193,2021-04-29 00:34:16.952844,107,5,82,90,0,21,2021-04-29 21:34:16.952844
6194,2021-04-30 00:34:16.952844,105,5,119,79,0,9,2021-04-30 09:34:16.952844
6195,2021-05-01 00:34:16.952844,103,3,102,88,0,19,2021-05-01 19:34:16.952844
6196,2021-05-02 00:34:16.952844,105,4,43,86,1,22,2021-05-02 22:34:16.952844
6197,2021-05-03 00:34:16.952844,102,5,220,59,0,10,2021-05-03 10:34:16.952844
6198,2021-05-04 00:34:16.952844,104,2,81,94,0,18,2021-05-04 18:34:16.952844
6199,2021-05-05 00:34:16.952844,104,3,55,87,0,8,2021-05-05 08:34:16.952844
6200,2021-05-06 00:34:16.952844,102,1,58,93,0,10,2021-05-06 10:34:16.952844
6201,2021-05-07 00:34:16.952844,106,4,76,82,1,21,2021-05-07 21:34:16.952844
6202,2021-05-08 00:34:16.952844,106,2,52,84,1,22,2021-05-08 22:34:16.952844
6203,2021-05-09 00:34:16.952844,104,3,192,52,0,13,2021-05-09 13:34:16.952844
6204,2021-05-10 00:34:16.952844,101,2,125,79,1,14,2021-05-10 14:34:16.952844
6205,2021-05-11 00:34:16.952844,107,2,45,91,1,15,2021-05-11 15:34:16.952844
6206,2021-05-12 00:34:16.952844,106,5,189,55,1,7,2021-05-12 07:34:16.952844
6207,2021-05-13 00:34:16.952844,102,1,209,69,1,22,2021-05-13 22:34:16.952844
6208,2021-05-14 00:34:16.952844,107,3,141,76,0,18,2021-05-14 18:34:16.952844
6209,2021-05-15 00:34:16.952844,104,1,140,92,1,16,2021-05-15 16:34:16.952844
6210,2021-05-16 00:34:16.952844,103,4,30,93,0,21,2021-05-16 21:34:16.952844
6211,2021-05-17 00:34:16.952844,103,3,201,57,1,12,2021-05-17 12:34:16.952844
6212,2021-05-18 00:34:16.952844,107,1,35,86,0,8,2021-05-18 08:34:16.952844
6213,2021-05-19 00:34:16.952844,104,2,132,92,1,21,2021-05-19 21:34:16.952844
6214,2021-05-20 00:34:16.952844,103,5,147,88,0,21,2021-05-20 21:34:16.952844
6215,2021-05-21 00:34:16.952844,103,2,229,69,0,7,2021-05-21 07:34:16.952844
6216,2021-05-22 00:34:16.952844,106,1,43,79,1,19,2021-05-22 19:34:16.952844
6217,2021-05-23 00:34:16.952844,104,3,198,57,1,15,2021-05-23 15:34:16.952844
6218,2021-05-24 00:34:16.952844,107,3,63,90,1,16,2021-05-24 16:34:16.952844
6219,2021-05-25 00:34:16.952844,105,5,74,81,0,16,2021-05-25 16:34:16.952844
6220,2021-05-26 00:34:16.952844,107,2,109,81,0,14,2021-05-26 14:34:16.952844
6221,2021-05-27 00:34:16.952844,103,2,184,63,0,15,2021-05-27 15:34:16.952844
6222,2021-05-28 00:34:16.952844,107,3,107,86,1,8,2021-05-28 08:34:16.952844
6223,2021-05-29 00:34:16.952844,106,2,62,75,1,8,2021-05-29 08:34:16.952844
6224,2021-05-30 00:34:16.952844,105,1,73,94,1,13,2021-05-30 13:34:16.952844
6225,2021-05-31 00:34:16.952844,101,3,140,78,0,11,2021-05-31 11:34:16.952844
6226,2021-06-01 00:34:16.952844,107,3,36,90,0,6,2021-06-01 06:34:16.952844
6227,2021-06-02 00:34:16.952844,102,2,224,56,0,11,2021-06-02 11:34:16.952844
6228,2021-06-03 00:34:16.952844,107,3,53,80,0,7,2021-06-03 07:34:16.952844
6229,2021-06-04 00:34:16.952844,107,5,141,82,1,12,2021-06-04 12:34:16.952844
6230,2021-06-05 00:34:16.952844,105,3,83,80,0,16,2021-06-05 16:34:16.952844
6231,2021-06-06 00:34:16.952844,104,2,103,90,0,16,2021-06-06 16:34:16.952844
6232,2021-06-07 00:34:16.952844,107,1,232,62,0,9,2021-06-07 09:34:16.952844
6233,2021-06-08 00:34:16.952844,101,5,90,80,1,21,2021-06-08 21:34:16.952844
6234,2021-06-09 00:34:16.952844,105,4,82,93,0,10,2021-06-09 10:34:16.952844
6235,2021-06-10 00:34:16.952844,105,1,105,80,0,12,2021-06-10 12:34:16.952844
6236,2021-06-11 00:34:16.952844,102,5,91,92,0,21,2021-06-11 21:34:16.952844
6237,2021-06-12 00:34:16.952844,106,2,156,87,1,20,2021-06-12 20:34:16.952844
6238,2021-06-13 00:34:16.952844,102,2,132,87,1,10,2021-06-13 10:34:16.952844
6239,2021-06-14 00:34:16.952844,106,3,146,82,0,6,2021-06-14 06:34:16.952844
6240,2021-06-15 00:34:16.952844,101,4,187,66,0,14,2021-06-15 14:34:16.952844
6241,2021-06-16 00:34:16.952844,106,1,198,69,0,10,2021-06-16 10:34:16.952844
6242,2021-06-17 00:34:16.952844,107,5,170,76,1,11,2021-06-17 11:34:16.952844
6243,2021-06-18 00:34:16.952844,107,3,129,76,1,8,2021-06-18 08:34:16.952844
6244,2021-06-19 00:34:16.952844,101,4,157,78,1,11,2021-06-19 11:34:16.952844
6245,2021-06-20 00:34:16.952844,107,5,175,79,0,13,2021-06-20 13:34:16.952844
6246,2021-06-21 00:34:16.952844,101,2,48,84,0,11,2021-06-21 11:34:16.952844
6247,2021-06-22 00:34:16.952844,107,1,47,84,0,21,2021-06-22 21:34:16.952844
6248,2021-06-23 00:34:16.952844,105,1,66,91,1,21,2021-06-23 21:34:16.952844
6249,2021-06-24 00:34:16.952844,107,4,115,87,0,8,2021-06-24 08:34:16.952844
6250,2021-06-25 00:34:16.952844,105,2,212,66,0,22,2021-06-25 22:34:16.952844
6251,2021-06-26 00:34:16.952844,102,4,38,86,1,11,2021-06-26 11:34:16.952844
6252,2021-06-27 00:34:16.952844,104,4,235,63,1,11,2021-06-27 11:34:16.952844
6253,2021-06-28 00:34:16.952844,106,3,165,79,0,20,2021-06-28 20:34:16.952844
6254,2021-06-29 00:34:16.952844,106,4,48,88,0,7,2021-06-29 07:34:16.952844
6255,2021-06-30 00:34:16.952844,105,2,123,81,1,13,2021-06-30 13:34:16.952844
6256,2021-07-01 00:34:16.952844,103,5,55,82,1,12,2021-07-01 12:34:16.952844
6257,2021-07-02 00:34:16.952844,102,1,75,88,0,13,2021-07-02 13:34:16.952844
6258,2021-07-03 00:34:16.952844,103,5,232,63,0,18,2021-07-03 18:34:16.952844
6259,2021-07-04 00:34:16.952844,107,1,114,82,1,20,2021-07-04 20:34:16.952844
6260,2021-07-05 00:34:16.952844,101,5,32,92,1,17,2021-07-05 17:34:16.952844
6261,2021-07-06 00:34:16.952844,102,2,192,62,1,20,2021-07-06 20:34:16.952844
6262,2021-07-07 00:34:16.952844,105,4,105,89,1,19,2021-07-07 19:34:16.952844
6263,2021-07-08 00:34:16.952844,107,1,143,79,0,12,2021-07-08 12:34:16.952844
6264,2021-07-09 00:34:16.952844,107,4,104,85,0,22,2021-07-09 22:34:16.952844
6265,2021-07-10 00:34:16.952844,102,2,88,89,0,10,2021-07-10 10:34:16.952844
6266,2021-07-11 00:34:16.952844,105,5,76,87,0,15,2021-07-11 15:34:16.952844
6267,2021-07-12 00:34:16.952844,101,2,107,91,1,15,2021-07-12 15:34:16.952844
6268,2021-07-13 00:34:16.952844,103,3,138,84,1,7,2021-07-13 07:34:16.952844
6269,2021-07-14 00:34:16.952844,104,1,118,75,0,11,2021-07-14 11:34:16.952844
6270,2021-07-15 00:34:16.952844,103,1,126,89,1,8,2021-07-15 08:34:16.952844
6271,2021-07-16 00:34:16.952844,102,5,45,86,1,10,2021-07-16 10:34:16.952844
6272,2021-07-17 00:34:16.952844,106,1,215,55,1,12,2021-07-17 12:34:16.952844
6273,2021-07-18 00:34:16.952844,106,1,163,86,1,12,2021-07-18 12:34:16.952844
6274,2021-07-19 00:34:16.952844,102,4,172,78,1,15,2021-07-19 15:34:16.952844
6275,2021-07-20 00:34:16.952844,104,4,85,78,0,6,2021-07-20 06:34:16.952844
6276,2021-07-21 00:34:16.952844,105,1,191,61,0,16,2021-07-21 16:34:16.952844
6277,2021-07-22 00:34:16.952844,106,2,145,83,1,12,2021-07-22 12:34:16.952844
6278,2021-07-23 00:34:16.952844,107,1,220,58,0,11,2021-07-23 11:34:16.952844
6279,2021-07-24 00:34:16.952844,102,1,229,63,0,11,2021-07-24 11:34:16.952844
6280,2021-07-25 00:34:16.952844,103,4,190,61,1,18,2021-07-25 18:34:16.952844
6281,2021-07-26 00:34:16.952844,105,1,214,51,0,21,2021-07-26 21:34:16.952844
6282,2021-07-27 00:34:16.952844,104,2,170,78,1,18,2021-07-27 18:34:16.952844
6283,2021-07-28 00:34:16.952844,101,3,113,92,0,7,2021-07-28 07:34:16.952844
6284,2021-07-29 00:34:16.952844,101,2,144,90,0,11,2021-07-29 11:34:16.952844
6285,2021-07-30 00:34:16.952844,103,3,152,88,1,7,2021-07-30 07:34:16.952844
6286,2021-07-31 00:34:16.952844,101,4,59,82,0,11,2021-07-31 11:34:16.952844
6287,2021-08-01 00:34:16.952844,104,5,169,83,0,20,2021-08-01 20:34:16.952844
6288,2021-08-02 00:34:16.952844,104,4,55,92,1,11,2021-08-02 11:34:16.952844
6289,2021-08-03 00:34:16.952844,107,5,31,82,0,8,2021-08-03 08:34:16.952844
6290,2021-08-04 00:34:16.952844,105,2,213,63,1,16,2021-08-04 16:34:16.952844
6291,2021-08-05 00:34:16.952844,103,1,163,84,0,13,2021-08-05 13:34:16.952844
6292,2021-08-06 00:34:16.952844,102,3,157,82,0,22,2021-08-06 22:34:16.952844
6293,2021-08-07 00:34:16.952844,107,5,124,91,1,22,2021-08-07 22:34:16.952844
6294,2021-08-08 00:34:16.952844,107,2,90,86,1,9,2021-08-08 09:34:16.952844
6295,2021-08-09 00:34:16.952844,103,2,42,93,1,12,2021-08-09 12:34:16.952844
6296,2021-08-10 00:34:16.952844,107,5,201,65,0,10,2021-08-10 10:34:16.952844
6297,2021-08-11 00:34:16.952844,104,1,118,79,0,21,2021-08-11 21:34:16.952844
6298,2021-08-12 00:34:16.952844,102,3,54,90,0,11,2021-08-12 11:34:16.952844
6299,2021-08-13 00:34:16.952844,101,1,195,60,1,19,2021-08-13 19:34:16.952844
6300,2021-08-14 00:34:16.952844,104,1,116,88,0,7,2021-08-14 07:34:16.952844
6301,2021-08-15 00:34:16.952844,105,3,163,85,0,18,2021-08-15 18:34:16.952844
6302,2021-08-16 00:34:16.952844,107,3,169,87,1,22,2021-08-16 22:34:16.952844
6303,2021-08-17 00:34:16.952844,105,2,129,81,0,18,2021-08-17 18:34:16.952844
6304,2021-08-18 00:34:16.952844,106,4,163,80,1,17,2021-08-18 17:34:16.952844
6305,2021-08-19 00:34:16.952844,105,2,157,92,1,8,2021-08-19 08:34:16.952844
6306,2021-08-20 00:34:16.952844,107,5,209,57,1,12,2021-08-20 12:34:16.952844
6307,2021-08-21 00:34:16.952844,107,5,37,82,1,6,2021-08-21 06:34:16.952844
6308,2021-08-22 00:34:16.952844,107,3,133,75,1,10,2021-08-22 10:34:16.952844
6309,2021-08-23 00:34:16.952844,101,5,63,86,1,6,2021-08-23 06:34:16.952844
6310,2021-08-24 00:34:16.952844,102,5,236,53,1,9,2021-08-24 09:34:16.952844
6311,2021-08-25 00:34:16.952844,105,4,217,52,0,6,2021-08-25 06:34:16.952844
6312,2021-08-26 00:34:16.952844,102,3,203,57,0,18,2021-08-26 18:34:16.952844
6313,2021-08-27 00:34:16.952844,103,1,202,68,1,19,2021-08-27 19:34:16.952844
6314,2021-08-28 00:34:16.952844,105,5,115,79,0,20,2021-08-28 20:34:16.952844
6315,2021-08-29 00:34:16.952844,102,2,124,87,0,22,2021-08-29 22:34:16.952844
6316,2021-08-30 00:34:16.952844,102,2,57,94,1,17,2021-08-30 17:34:16.952844
6317,2021-08-31 00:34:16.952844,107,2,237,51,1,12,2021-08-31 12:34:16.952844
6318,2021-09-01 00:34:16.952844,104,5,36,80,0,8,2021-09-01 08:34:16.952844
6319,2021-09-02 00:34:16.952844,104,5,66,78,0,9,2021-09-02 09:34:16.952844
6320,2021-09-03 00:34:16.952844,105,4,199,54,0,8,2021-09-03 08:34:16.952844
6321,2021-09-04 00:34:16.952844,104,1,221,67,1,17,2021-09-04 17:34:16.952844
6322,2021-09-05 00:34:16.952844,107,4,116,89,0,17,2021-09-05 17:34:16.952844
6323,2021-09-06 00:34:16.952844,106,4,152,83,0,22,2021-09-06 22:34:16.952844
6324,2021-09-07 00:34:16.952844,106,2,136,91,1,11,2021-09-07 11:34:16.952844
6325,2021-09-08 00:34:16.952844,105,2,166,90,0,20,2021-09-08 20:34:16.952844
6326,2021-09-09 00:34:16.952844,103,5,195,60,1,7,2021-09-09 07:34:16.952844
6327,2021-09-10 00:34:16.952844,106,2,116,91,0,13,2021-09-10 13:34:16.952844
6328,2021-09-11 00:34:16.952844,106,5,97,89,0,19,2021-09-11 19:34:16.952844
6329,2021-09-12 00:34:16.952844,107,3,94,94,0,10,2021-09-12 10:34:16.952844
6330,2021-09-13 00:34:16.952844,103,4,62,83,0,8,2021-09-13 08:34:16.952844
6331,2021-09-14 00:34:16.952844,102,5,129,87,1,15,2021-09-14 15:34:16.952844
6332,2021-09-15 00:34:16.952844,103,1,164,82,0,12,2021-09-15 12:34:16.952844
6333,2021-09-16 00:34:16.952844,104,5,185,62,1,16,2021-09-16 16:34:16.952844
6334,2021-09-17 00:34:16.952844,105,2,136,83,1,20,2021-09-17 20:34:16.952844
6335,2021-09-18 00:34:16.952844,106,3,149,90,0,7,2021-09-18 07:34:16.952844
6336,2021-09-19 00:34:16.952844,107,5,103,85,1,10,2021-09-19 10:34:16.952844
6337,2021-09-20 00:34:16.952844,105,4,60,86,1,16,2021-09-20 16:34:16.952844
6338,2021-09-21 00:34:16.952844,104,1,153,88,0,13,2021-09-21 13:34:16.952844
6339,2021-09-22 00:34:16.952844,101,5,208,61,1,18,2021-09-22 18:34:16.952844
6340,2021-09-23 00:34:16.952844,107,4,125,92,0,16,2021-09-23 16:34:16.952844
6341,2021-09-24 00:34:16.952844,106,2,146,91,0,22,2021-09-24 22:34:16.952844
6342,2021-09-25 00:34:16.952844,107,5,192,50,1,20,2021-09-25 20:34:16.952844
6343,2021-09-26 00:34:16.952844,105,3,186,68,0,6,2021-09-26 06:34:16.952844
6344,2021-09-27 00:34:16.952844,103,2,93,78,1,21,2021-09-27 21:34:16.952844
6345,2021-09-28 00:34:16.952844,104,5,116,90,0,18,2021-09-28 18:34:16.952844
6346,2021-09-29 00:34:16.952844,102,5,92,86,1,9,2021-09-29 09:34:16.952844
6347,2021-09-30 00:34:16.952844,107,5,210,62,1,16,2021-09-30 16:34:16.952844
6348,2021-10-01 00:34:16.952844,106,1,46,82,0,15,2021-10-01 15:34:16.952844
6349,2021-10-02 00:34:16.952844,107,2,170,94,1,22,2021-10-02 22:34:16.952844
6350,2021-10-03 00:34:16.952844,107,2,87,79,0,18,2021-10-03 18:34:16.952844
6351,2021-10-04 00:34:16.952844,101,5,108,86,1,19,2021-10-04 19:34:16.952844
6352,2021-10-05 00:34:16.952844,105,4,90,91,1,12,2021-10-05 12:34:16.952844
6353,2021-10-06 00:34:16.952844,101,1,150,89,0,15,2021-10-06 15:34:16.952844
6354,2021-10-07 00:34:16.952844,107,4,63,80,0,8,2021-10-07 08:34:16.952844
