AssessmentID,SessionID,Subject,Questions_Total,Questions_Correct,Difficulty_Rating
5988,5988,Science,24,11,1
5989,5989,Chemistry,44,16,1
5990,5990,English,28,18,2
5991,5991,Math,10,3,1
5992,5992,Physics,39,19,2
5993,5993,English,42,23,5
5994,5994,Physics,26,15,2
5995,5995,Chemistry,47,31,3
5996,5996,Physics,14,11,5
5997,5997,Chemistry,32,27,1
5998,5998,Math,37,27,2
5999,5999,Physics,40,17,4
6000,6000,Science,41,21,4
6001,6001,Math,48,34,3
6002,6002,Math,11,8,3
6003,6003,Math,21,10,3
6004,6004,Physics,24,13,1
6005,6005,English,11,5,3
6006,6006,Science,14,11,2
6007,6007,Science,49,40,2
6008,6008,Math,40,34,3
6009,6009,English,25,13,5
6010,6010,Chemistry,34,10,3
6011,6011,Chemistry,18,9,4
6012,6012,Science,44,24,2
6013,6013,English,28,20,2
6014,6014,Chemistry,31,22,3
6015,6015,English,38,19,5
6016,6016,English,35,18,3
6017,6017,Physics,48,30,4
6018,6018,Science,11,6,4
6019,6019,Math,21,8,2
6020,6020,English,49,22,5
6021,6021,English,39,19,5
6022,6022,Math,19,13,4
6023,6023,Physics,25,18,4
6024,6024,Science,29,23,5
6025,6025,Chemistry,35,15,3
6026,6026,English,16,9,5
6027,6027,Science,41,27,4
6028,6028,Chemistry,29,21,4
6029,6029,Chemistry,33,24,5
6030,6030,Physics,37,12,2
6031,6031,Math,45,22,2
6032,6032,Math,41,31,4
6033,6033,Chemistry,12,9,2
6034,6034,Chemistry,15,12,4
6035,6035,Chemistry,22,13,5
6036,6036,Chemistry,29,17,2
6037,6037,Math,35,21,5
6038,6038,English,22,14,4
6039,6039,Chemistry,49,38,2
6040,6040,Chemistry,17,10,5
6041,6041,Chemistry,35,19,2
6042,6042,Science,48,27,4
6043,6043,English,29,19,2
6044,6044,English,25,17,4
6045,6045,Science,27,17,4
6046,6046,Chemistry,29,20,4
6047,6047,Science,16,10,5
6048,6048,Chemistry,17,9,1
6049,6049,English,19,12,1
6050,6050,English,44,33,3
6051,6051,Physics,17,12,4
6052,6052,Math,37,26,4
6053,6053,Math,37,12,2
6054,6054,Chemistry,46,26,4
6055,6055,Science,31,20,3
6056,6056,Chemistry,26,22,4
6057,6057,Chemistry,36,26,4
6058,6058,Science,37,25,5
6059,6059,English,41,38,4
6060,6060,Science,20,6,3
6061,6061,Science,47,16,3
6062,6062,Chemistry,44,28,1
6063,6063,Chemistry,36,31,1
6064,6064,Chemistry,45,24,5
6065,6065,Chemistry,39,21,3
6066,6066,English,35,13,4
6067,6067,English,48,24,3
6068,6068,Math,31,28,2
6069,6069,English,42,27,3
6070,6070,Science,11,10,3
6071,6071,Chemistry,33,28,1
6072,6072,Chemistry,40,25,2
6073,6073,Math,40,22,5
6074,6074,Chemistry,13,8,4
6075,6075,Physics,44,23,5
6076,6076,Science,10,8,2
6077,6077,Science,29,15,5
6078,6078,English,27,14,3
6079,6079,English,23,21,3
6080,6080,English,18,8,4
6081,6081,English,30,22,3
6082,6082,Math,33,15,2
6083,6083,Chemistry,43,33,5
6084,6084,Physics,14,9,4
6085,6085,English,21,15,3
6086,6086,English,10,5,5
6087,6087,Science,34,21,2
6088,6088,Physics,44,24,2
6089,6089,English,30,15,4
6090,6090,English,29,19,3
6091,6091,Math,17,8,4
6092,6092,Science,23,16,4
6093,6093,Physics,33,18,5
6094,6094,Physics,26,21,2
6095,6095,English,46,33,1
6096,6096,Chemistry,49,33,1
6097,6097,Chemistry,21,7,3
6098,6098,Chemistry,49,27,1
6099,6099,Science,35,17,1
6100,6100,Chemistry,47,35,5
6101,6101,Physics,28,20,4
6102,6102,English,48,44,1
6103,6103,Chemistry,24,7,5
6104,6104,Chemistry,25,17,2
6105,6105,Physics,24,10,4
6106,6106,Math,44,17,3
6107,6107,English,41,36,5
6108,6108,Science,11,9,3
6109,6109,English,14,5,1
6110,6110,Physics,11,8,2
6111,6111,English,44,13,4
6112,6112,Math,42,35,5
6113,6113,Physics,18,12,5
6114,6114,Math,17,10,4
6115,6115,Math,20,16,2
6116,6116,Physics,29,24,3
6117,6117,Math,38,23,4
6118,6118,Chemistry,39,17,5
6119,6119,Math,19,12,4
6120,6120,Chemistry,16,8,1
6121,6121,Physics,35,31,1
6122,6122,Chemistry,30,20,4
6123,6123,English,31,25,1
6124,6124,English,14,4,1
6125,6125,Science,10,9,3
6126,6126,English,45,34,5
6127,6127,Math,48,28,2
6128,6128,Science,46,24,2
6129,6129,English,21,15,5
6130,6130,Physics,34,23,5
6131,6131,Chemistry,47,34,4
6132,6132,Physics,16,10,5
6133,6133,Math,30,21,4
6134,6134,English,20,11,2
6135,6135,English,39,35,3
6136,6136,Chemistry,27,17,3
6137,6137,Math,29,22,3
6138,6138,Math,29,19,4
6139,6139,Physics,33,18,2
6140,6140,English,28,13,4
6141,6141,Chemistry,23,16,4
6142,6142,Math,43,15,2
6143,6143,Math,43,28,2
6144,6144,Physics,29,15,2
6145,6145,Math,12,8,2
6146,6146,Math,16,9,4
6147,6147,English,48,32,3
6148,6148,Science,22,12,3
6149,6149,Physics,37,21,2
6150,6150,Physics,22,13,2
6151,6151,English,15,13,4
6152,6152,Science,20,9,3
6153,6153,English,43,30,4
6154,6154,Chemistry,44,16,5
6155,6155,English,15,10,3
6156,6156,Chemistry,29,17,5
6157,6157,Physics,28,20,3
6158,6158,Chemistry,41,31,3
6159,6159,Math,49,26,3
6160,6160,Science,43,36,1
6161,6161,Math,48,18,2
6162,6162,Science,24,17,4
6163,6163,English,22,14,4
6164,6164,Science,39,22,2
6165,6165,Math,15,10,4
6166,6166,Math,29,21,5
6167,6167,Math,39,23,2
6168,6168,Science,14,8,5
6169,6169,Physics,17,15,3
6170,6170,Math,30,16,3
6171,6171,Math,15,13,5
6172,6172,English,12,8,4
6173,6173,Chemistry,49,43,3
6174,6174,Math,38,17,3
6175,6175,Chemistry,30,14,3
6176,6176,Physics,26,17,1
6177,6177,Science,18,8,3
6178,6178,English,24,22,5
6179,6179,Math,25,11,1
6180,6180,Chemistry,44,24,2
6181,6181,English,23,15,3
6182,6182,Physics,38,35,5
6183,6183,Science,15,8,1
6184,6184,Science,11,7,4
6185,6185,Science,41,14,5
6186,6186,Science,47,29,5
6187,6187,Science,15,7,3
6188,6188,Chemistry,24,20,1
6189,6189,English,14,12,2
6190,6190,Science,36,23,1
6191,6191,Math,37,30,1
6192,6192,English,30,16,4
6193,6193,Math,12,8,3
6194,6194,Chemistry,27,14,4
6195,6195,Science,43,39,2
6196,6196,Math,25,20,2
6197,6197,Math,33,12,5
6198,6198,Chemistry,28,21,4
6199,6199,Science,17,13,1
6200,6200,Math,13,11,2
6201,6201,Science,36,18,3
6202,6202,Physics,48,31,4
6203,6203,Science,33,17,4
6204,6204,Chemistry,25,16,5
6205,6205,Chemistry,28,22,1
6206,6206,Science,40,23,1
6207,6207,Physics,27,15,5
6208,6208,English,20,12,5
6209,6209,Chemistry,41,32,4
6210,6210,Physics,49,40,4
6211,6211,Science,44,22,2
6212,6212,Chemistry,39,30,4
6213,6213,Physics,13,9,4
6214,6214,Math,20,14,3
6215,6215,Physics,48,20,3
6216,6216,Chemistry,29,19,1
6217,6217,Math,19,9,1
6218,6218,Physics,24,17,3
6219,6219,Physics,22,14,2
6220,6220,Chemistry,12,8,5
6221,6221,English,33,12,1
6222,6222,Physics,11,7,2
6223,6223,Chemistry,38,20,2
6224,6224,Chemistry,33,26,2
6225,6225,Physics,48,31,4
6226,6226,Math,36,27,3
6227,6227,Chemistry,44,21,1
6228,6228,English,37,23,1
6229,6229,Chemistry,18,10,3
6230,6230,Science,49,35,4
6231,6231,Physics,47,42,3
6232,6232,Physics,14,5,2
6233,6233,Physics,44,27,3
6234,6234,Physics,12,11,5
6235,6235,Science,39,21,3
6236,6236,Physics,49,35,3
6237,6237,Physics,47,32,2
6238,6238,Math,12,9,1
6239,6239,Physics,21,11,4
6240,6240,Chemistry,17,6,2
6241,6241,Chemistry,20,10,5
6242,6242,English,15,9,4
6243,6243,English,45,28,2
6244,6244,Chemistry,33,21,5
6245,6245,Physics,39,23,2
6246,6246,English,23,12,3
6247,6247,Science,47,27,5
6248,6248,Physics,27,20,4
6249,6249,English,32,29,4
6250,6250,Science,20,7,2
6251,6251,Physics,43,31,1
6252,6252,English,37,12,3
6253,6253,Science,25,18,3
6254,6254,Physics,32,23,3
6255,6255,English,35,20,4
6256,6256,Chemistry,13,9,3
6257,6257,Science,33,23,2
6258,6258,Chemistry,30,16,3
6259,6259,Chemistry,22,14,3
6260,6260,Science,10,8,4
6261,6261,Chemistry,20,9,4
6262,6262,Chemistry,43,32,2
6263,6263,Physics,26,16,5
6264,6264,English,31,19,1
6265,6265,Physics,37,30,1
6266,6266,Science,47,35,2
6267,6267,Science,34,29,1
6268,6268,Math,46,32,2
6269,6269,Chemistry,12,7,3
6270,6270,Chemistry,27,22,1
6271,6271,Physics,11,9,3
6272,6272,English,48,19,4
6273,6273,Chemistry,14,12,2
6274,6274,Math,33,16,1
6275,6275,English,32,17,1
6276,6276,English,31,9,5
6277,6277,Physics,16,10,5
6278,6278,Science,15,7,2
6279,6279,Science,24,7,4
6280,6280,Chemistry,25,10,5
6281,6281,English,18,5,2
6282,6282,English,35,23,3
6283,6283,Science,13,11,2
6284,6284,Physics,15,11,2
6285,6285,Physics,45,40,4
6286,6286,Science,49,25,5
6287,6287,Chemistry,34,20,3
6288,6288,English,23,20,5
6289,6289,Physics,20,14,4
6290,6290,English,26,13,5
6291,6291,Math,26,14,5
6292,6292,Physics,23,15,2
6293,6293,Math,32,24,4
6294,6294,Physics,37,28,3
6295,6295,Physics,46,42,4
6296,6296,Math,32,14,3
6297,6297,Physics,31,20,4
6298,6298,Math,16,13,3
6299,6299,English,42,15,5
6300,6300,Science,12,10,1
6301,6301,English,43,30,2
6302,6302,Physics,41,36,1
6303,6303,Chemistry,33,18,5
6304,6304,Chemistry,26,13,3
6305,6305,Science,33,24,1
6306,6306,Math,31,10,1
6307,6307,Math,28,20,1
6308,6308,Chemistry,47,26,1
6309,6309,Science,47,34,5
6310,6310,Physics,43,19,1
6311,6311,Science,41,15,5
6312,6312,English,40,14,1
6313,6313,Science,37,15,2
6314,6314,English,48,25,3
6315,6315,Math,42,36,5
6316,6316,Chemistry,10,9,5
6317,6317,Chemistry,44,24,2
6318,6318,Science,43,28,5
6319,6319,Chemistry,21,12,5
6320,6320,Science,28,13,2
6321,6321,English,47,14,4
6322,6322,Physics,28,26,1
6323,6323,Physics,10,6,5
6324,6324,Physics,10,7,5
6325,6325,Math,15,11,4
6326,6326,Science,35,20,1
6327,6327,English,48,33,1
6328,6328,Math,16,13,4
6329,6329,Math,13,12,2
6330,6330,Chemistry,43,24,5
6331,6331,Science,26,19,4
6332,6332,Physics,34,22,5
6333,6333,English,10,4,2
6334,6334,Physics,38,21,4
6335,6335,Math,10,7,4
6336,6336,Physics,11,8,4
6337,6337,Math,34,24,5
6338,6338,Science,44,40,2
6339,6339,Math,30,11,3
6340,6340,Physics,31,24,4
6341,6341,Physics,35,26,1
6342,6342,Math,32,9,4
6343,6343,Science,41,23,5
6344,6344,English,10,5,4
6345,6345,Math,26,22,2
6346,6346,Physics,33,29,1
6347,6347,Science,16,8,3
6348,6348,Physics,46,23,1
6349,6349,Science,49,40,1
6350,6350,Math,13,9,2
6351,6351,Science,27,23,3
6352,6352,Chemistry,17,15,2
6353,6353,English,38,34,1
6354,6354,Physics,43,25,1
6355,6355,Science,31,28,4
6356,6356,Science,48,27,4
6357,6357,Chemistry,25,18,4
6358,6358,English,25,9,1
6359,6359,Physics,18,16,1
6360,6360,Science,35,24,2
6361,6361,Math,34,24,2
6362,6362,Math,20,10,2
6363,6363,Math,22,9,3
6364,6364,Science,23,19,3
6365,6365,Science,33,22,5
6366,6366,Physics,36,27,4
6367,6367,English,35,22,3
6368,6368,Math,23,20,4
6369,6369,Physics,37,25,3
6370,6370,Science,31,15,2
6371,6371,Chemistry,16,8,4
6372,6372,Physics,15,9,2
6373,6373,Science,40,18,1
6374,6374,Chemistry,17,13,2
6375,6375,Physics,11,10,3
6376,6376,Science,41,36,3
6377,6377,English,26,21,5
6378,6378,Chemistry,31,21,4
6379,6379,Chemistry,38,19,2
6380,6380,Science,47,34,5
6381,6381,Physics,33,30,1
6382,6382,Math,19,6,1
6383,6383,Math,14,8,1
6384,6384,English,28,15,3
6385,6385,Physics,46,25,5
6386,6386,Chemistry,47,24,3
6387,6387,Science,19,10,4
6388,6388,English,33,28,2
6389,6389,Science,34,12,1
6390,6390,English,37,30,4
6391,6391,Physics,34,18,2
6392,6392,Physics,13,10,3
6393,6393,Physics,45,25,1
6394,6394,Physics,48,43,4
6395,6395,Math,16,11,1
6396,6396,Physics,26,15,4
6397,6397,Chemistry,27,14,1
6398,6398,Math,26,23,2
6399,6399,English,12,8,1
6400,6400,Math,31,14,2
6401,6401,English,45,22,3
6402,6402,Science,38,14,1
6403,6403,Physics,37,25,5
6404,6404,Math,13,10,3
6405,6405,Math,24,18,2
6406,6406,Chemistry,16,13,5
6407,6407,Physics,30,20,3
6408,6408,Physics,29,22,3
6409,6409,Physics,12,8,2
6410,6410,Physics,36,16,5
6411,6411,Science,31,23,3
6412,6412,Chemistry,21,16,3
6413,6413,Math,44,27,4
6414,6414,Chemistry,17,8,5
6415,6415,Science,31,23,5
6416,6416,Chemistry,36,18,2
6417,6417,Science,14,8,2
6418,6418,English,16,14,2
6419,6419,Math,48,18,2
6420,6420,Chemistry,42,24,2
6421,6421,Chemistry,11,3,4
6422,6422,Science,26,15,5
6423,6423,Science,15,7,3
6424,6424,Chemistry,14,7,5
6425,6425,Physics,36,11,3
6426,6426,Chemistry,12,6,2
6427,6427,Math,48,33,2
6428,6428,Science,34,25,1
6429,6429,Math,25,19,2
6430,6430,Physics,20,16,5
6431,6431,Chemistry,40,32,5
6432,6432,Physics,45,14,3
6433,6433,Chemistry,10,7,3
6434,6434,Science,24,20,2
6435,6435,Chemistry,35,25,5
6436,6436,Physics,26,19,5
6437,6437,Math,15,10,1
6438,6438,Science,44,26,5
6439,6439,Chemistry,32,13,2
6440,6440,Math,18,7,2
6441,6441,English,25,15,2
6442,6442,Physics,35,28,2
6443,6443,English,30,14,1
6444,6444,Math,21,11,3
6445,6445,English,31,16,1
6446,6446,Chemistry,20,12,4
6447,6447,Chemistry,46,26,4
6448,6448,Science,35,20,5
6449,6449,Math,41,29,4
6450,6450,English,16,9,1
6451,6451,English,48,33,3
6452,6452,Math,15,6,3
6453,6453,Chemistry,38,20,5
6454,6454,English,12,8,5
6455,6455,Science,26,18,1
6456,6456,Math,32,23,2
6457,6457,English,32,21,2
6458,6458,Chemistry,13,8,2
6459,6459,Science,12,6,5
6460,6460,Math,35,25,5
6461,6461,Science,22,19,2
6462,6462,English,46,27,2
6463,6463,English,13,7,3
6464,6464,Physics,11,6,4
6465,6465,Math,26,9,4
6466,6466,Chemistry,38,21,1
6467,6467,Chemistry,20,7,5
6468,6468,Math,31,17,2
6469,6469,Physics,25,18,4
6470,6470,Physics,48,24,5
6471,6471,Math,22,12,3
6472,6472,Physics,26,18,3
6473,6473,English,33,18,2
6474,6474,English,14,10,2
6475,6475,English,31,16,2
6476,6476,Science,17,10,3
6477,6477,Science,40,26,3
6478,6478,Chemistry,45,17,2
6479,6479,Chemistry,19,16,4
6480,6480,Science,36,30,2
6481,6481,Math,46,15,1
6482,6482,Science,21,11,4
6483,6483,Science,16,5,1
6484,6484,Physics,38,31,1
6485,6485,Science,26,15,1
6486,6486,English,48,39,5
6487,6487,English,11,7,5
6488,6488,English,16,8,3
6489,6489,Math,33,25,3
6490,6490,Physics,28,19,2
6491,6491,English,17,8,5
6492,6492,Physics,19,13,2
6493,6493,Math,40,17,5
6494,6494,Physics,15,12,1
6495,6495,Science,34,15,3
6496,6496,Math,10,4,5
6497,6497,Science,32,23,1
6498,6498,Physics,21,7,5
6499,6499,English,49,37,3
6500,6500,Science,37,15,2
6501,6501,Chemistry,20,15,3
6502,6502,Physics,40,21,5
6503,6503,Physics,36,31,3
6504,6504,Math,10,4,5
6505,6505,Science,15,11,5
6506,6506,English,14,4,4
6507,6507,Science,24,13,2
6508,6508,Science,17,7,5
6509,6509,Math,40,25,5
6510,6510,Science,17,11,5
6511,6511,Physics,25,16,4
6512,6512,Science,41,23,3
6513,6513,Chemistry,25,11,5
6514,6514,Physics,42,24,3
6515,6515,Physics,42,30,2
6516,6516,Chemistry,31,15,1
6517,6517,Chemistry,37,14,2
6518,6518,Chemistry,18,10,1
6519,6519,Science,24,13,5
6520,6520,English,12,10,3
6521,6521,English,29,18,3
6522,6522,Math,21,12,3
6523,6523,Math,12,8,3
6524,6524,Physics,26,9,3
6525,6525,Physics,27,14,3
6526,6526,English,26,21,5
6527,6527,Math,43,30,3
6528,6528,Physics,44,31,2
6529,6529,Physics,49,31,2
6530,6530,Science,35,24,4
6531,6531,Math,12,8,1
6532,6532,English,46,37,5
6533,6533,Science,47,29,2
6534,6534,Physics,20,15,2
6535,6535,Science,19,13,4
6536,6536,Chemistry,17,15,1
6537,6537,English,36,30,5
6538,6538,Physics,46,33,3
6539,6539,Science,33,21,2
6540,6540,Math,40,30,3
6541,6541,Math,24,12,1
6542,6542,Science,24,20,4
6543,6543,English,13,10,3
6544,6544,Chemistry,30,23,3
6545,6545,Chemistry,26,19,4
6546,6546,Math,10,6,4
6547,6547,Math,32,25,3
6548,6548,Physics,13,6,1
6549,6549,Math,38,24,5
6550,6550,Chemistry,16,11,1
6551,6551,Science,43,24,2
6552,6552,English,21,11,4
6553,6553,Math,33,21,3
6554,6554,Chemistry,18,14,2
6555,6555,English,49,25,1
6556,6556,Science,48,37,1
6557,6557,Chemistry,43,29,5
6558,6558,Physics,38,28,1
6559,6559,Math,32,25,5
6560,6560,Chemistry,17,11,1
6561,6561,Science,13,9,2
6562,6562,Science,41,34,1
6563,6563,English,42,22,2
6564,6564,Math,11,9,1
6565,6565,Chemistry,32,23,2
6566,6566,Science,11,5,1
6567,6567,English,44,41,1
6568,6568,Math,49,27,5
6569,6569,Math,17,11,2
6570,6570,English,46,37,1
6571,6571,Chemistry,15,5,2
6572,6572,Science,35,20,5
6573,6573,English,13,5,4
6574,6574,Science,33,21,1
6575,6575,Science,42,37,2
6576,6576,Math,18,9,1
6577,6577,English,28,14,5
6578,6578,English,29,21,4
6579,6579,Science,13,9,3
6580,6580,Chemistry,23,8,1
6581,6581,English,27,10,4
6582,6582,Math,21,17,3
6583,6583,Physics,10,7,5
6584,6584,Chemistry,37,31,3
6585,6585,Science,17,12,3
6586,6586,Chemistry,32,18,4
6587,6587,Chemistry,13,11,2
6588,6588,Chemistry,32,12,4
6589,6589,Math,43,21,2
6590,6590,Math,43,39,3
6591,6591,Physics,43,20,1
6592,6592,Science,40,21,3
6593,6593,English,46,39,1
6594,6594,English,25,7,2
6595,6595,Chemistry,11,6,2
6596,6596,Chemistry,13,7,4
6597,6597,Math,44,24,1
6598,6598,Chemistry,28,18,5
6599,6599,Physics,36,22,3
6600,6600,Physics,28,26,3
6601,6601,English,18,7,4
6602,6602,English,46,39,1
6603,6603,Math,32,29,2
6604,6604,Physics,10,5,1
6605,6605,Science,32,16,4
6606,6606,Math,14,8,1
6607,6607,Physics,13,4,1
6608,6608,Physics,34,17,5
6609,6609,Physics,20,9,2
6610,6610,Math,10,4,4
6611,6611,Math,17,10,1
6612,6612,Science,38,34,1
6613,6613,Math,32,19,4
6614,6614,Science,38,26,4
6615,6615,Chemistry,47,30,2
6616,6616,English,36,32,5
6617,6617,Science,13,7,5
6618,6618,English,12,10,5
6619,6619,Chemistry,31,25,1
6620,6620,English,49,21,5
6621,6621,English,25,10,3
6622,6622,Math,22,20,2
6623,6623,Science,34,32,4
6624,6624,Physics,30,22,4
6625,6625,Physics,43,22,4
6626,6626,Math,23,11,2
6627,6627,Science,12,6,1
6628,6628,English,46,29,4
6629,6629,Physics,35,20,2
6630,6630,English,20,17,4
6631,6631,Chemistry,35,13,4
6632,6632,Chemistry,38,24,3
6633,6633,Chemistry,34,27,2
6634,6634,Math,48,35,5
6635,6635,Science,31,9,4
6636,6636,Math,27,19,4
6637,6637,Physics,44,20,4
6638,6638,Math,39,23,5
6639,6639,English,27,13,2
6640,6640,Science,23,15,4
6641,6641,Physics,21,12,5
6642,6642,Chemistry,24,14,3
6643,6643,Chemistry,49,37,4
6644,6644,Physics,22,16,5
6645,6645,Physics,35,18,4
6646,6646,Math,27,22,1
6647,6647,English,42,25,4
6648,6648,Science,28,21,3
6649,6649,Science,35,24,2
6650,6650,Chemistry,16,8,5
6651,6651,English,41,35,2
6652,6652,English,24,20,5
6653,6653,Math,27,19,5
6654,6654,Math,28,16,2
6655,6655,Math,43,16,3
6656,6656,Science,31,13,2
6657,6657,English,38,28,3
6658,6658,Science,44,37,4
6659,6659,Chemistry,46,31,5
6660,6660,Science,40,29,2
6661,6661,Math,25,20,3
6662,6662,Math,36,30,5
6663,6663,Physics,25,15,1
6664,6664,Math,44,19,4
6665,6665,Science,33,17,2
6666,6666,Science,39,36,5
6667,6667,Physics,28,16,2
6668,6668,Chemistry,48,15,2
6669,6669,Math,24,8,4
6670,6670,Math,26,14,3
6671,6671,English,49,35,2
6672,6672,Physics,13,11,2
6673,6673,Science,25,14,5
6674,6674,Science,26,11,2
6675,6675,Math,38,33,3
6676,6676,Math,21,11,2
6677,6677,Science,47,25,4
6678,6678,English,17,10,4
6679,6679,English,48,39,2
6680,6680,Science,28,17,3
6681,6681,Physics,22,20,5
6682,6682,Science,35,32,4
6683,6683,Science,16,11,4
6684,6684,Math,48,36,4
6685,6685,English,10,3,5
6686,6686,Science,15,5,4
6687,6687,Math,36,33,3
6688,6688,Chemistry,36,28,5
6689,6689,English,45,42,3
6690,6690,Math,40,27,5
6691,6691,Chemistry,33,30,4
6692,6692,Science,18,14,3
6693,6693,Chemistry,12,6,4
6694,6694,Math,41,35,5
6695,6695,Science,41,24,4
6696,6696,English,35,13,5
6697,6697,English,15,5,3
6698,6698,Math,19,6,1
6699,6699,Chemistry,10,5,4
6700,6700,Science,23,21,1
6701,6701,Chemistry,29,26,2
6702,6702,English,10,6,4
6703,6703,Math,43,24,5
6704,6704,Chemistry,32,23,5
6705,6705,English,33,19,5
6706,6706,English,25,15,5
6707,6707,Physics,35,32,5
6708,6708,Chemistry,30,22,3
6709,6709,Chemistry,32,16,5
6710,6710,Chemistry,48,25,2
6711,6711,Science,24,14,1
6712,6712,Math,31,28,5
6713,6713,Math,19,13,3
6714,6714,Math,38,14,1
6715,6715,Physics,17,10,5
6716,6716,Science,32,23,5
6717,6717,Math,15,13,1
6718,6718,Physics,40,20,1
6719,6719,Math,25,17,3
6720,6720,Math,11,10,1
6721,6721,Chemistry,45,24,4
6722,6722,Math,10,7,3
6723,6723,Chemistry,46,30,2
6724,6724,Math,12,7,3
6725,6725,Chemistry,24,11,5
6726,6726,Science,13,7,4
6727,6727,Physics,12,6,1
6728,6728,English,18,13,5
6729,6729,Physics,44,20,3
6730,6730,Math,12,9,4
6731,6731,English,22,18,2
6732,6732,English,30,17,3
6733,6733,Physics,37,26,3
6734,6734,Math,23,12,3
6735,6735,Science,42,24,4
6736,6736,Science,38,32,1
6737,6737,Chemistry,26,8,1
6738,6738,Math,39,21,5
6739,6739,English,33,24,4
6740,6740,Physics,22,16,1
6741,6741,Math,16,8,5
6742,6742,Math,35,32,1
6743,6743,English,42,24,2
6744,6744,Math,14,8,2
6745,6745,English,43,13,3
6746,6746,Physics,21,15,1
6747,6747,Physics,25,18,1
6748,6748,Physics,46,32,4
6749,6749,Physics,10,8,3
6750,6750,Physics,34,20,2
6751,6751,Chemistry,27,19,5
6752,6752,English,39,23,5
6753,6753,Chemistry,43,24,2
6754,6754,Science,40,19,5
6755,6755,English,14,8,5
6756,6756,Chemistry,30,19,1
6757,6757,Physics,28,21,2
6758,6758,Physics,47,27,4
6759,6759,Chemistry,48,36,4
6760,6760,Math,41,20,1
6761,6761,English,40,16,4
6762,6762,Science,26,18,5
6763,6763,Chemistry,28,14,2
6764,6764,Chemistry,34,10,4
6765,6765,Chemistry,24,13,5
6766,6766,Math,29,18,2
6767,6767,Science,37,20,4
6768,6768,Chemistry,18,10,4
6769,6769,Chemistry,41,30,5
6770,6770,Math,48,39,4
6771,6771,English,17,14,3
6772,6772,English,14,8,2
6773,6773,Chemistry,24,13,2
6774,6774,Science,31,27,3
6775,6775,Chemistry,21,11,5
6776,6776,Science,29,16,3
6777,6777,English,15,10,2
6778,6778,Physics,42,33,2
6779,6779,Chemistry,13,9,3
6780,6780,Math,12,9,1
6781,6781,Science,23,16,4
6782,6782,Chemistry,24,20,5
6783,6783,Chemistry,34,18,2
6784,6784,Chemistry,48,32,3
6785,6785,English,37,18,1
6786,6786,Science,32,22,1
6787,6787,Math,35,24,4
6788,6788,Physics,29,20,3
6789,6789,Physics,37,26,3
6790,6790,Chemistry,35,25,4
6791,6791,Science,39,21,2
6792,6792,Chemistry,17,14,2
6793,6793,Math,44,20,5
6794,6794,Science,24,13,2
6795,6795,English,27,15,2
6796,6796,English,45,31,5
6797,6797,Chemistry,27,20,5
6798,6798,Physics,21,14,3
6799,6799,Math,49,34,4
6800,6800,Science,37,21,3
6801,6801,Science,42,28,1
6802,6802,Science,44,26,5
6803,6803,Physics,37,14,5
6804,6804,Chemistry,29,12,4
6805,6805,Math,43,24,4
6806,6806,Physics,48,17,2
6807,6807,Physics,21,14,3
6808,6808,Chemistry,39,16,5
6809,6809,Chemistry,18,12,5
6810,6810,Science,28,18,1
6811,6811,Chemistry,31,21,3
6812,6812,Chemistry,24,20,2
6813,6813,Science,35,13,4
6814,6814,Science,44,22,2
6815,6815,Math,31,12,3
6816,6816,Physics,35,14,4
6817,6817,Math,30,16,5
6818,6818,Math,26,16,1
6819,6819,Chemistry,12,6,2
6820,6820,Chemistry,40,16,1
6821,6821,Math,31,11,4
6822,6822,Physics,17,12,4
6823,6823,Science,31,28,3
6824,6824,Math,37,27,1
6825,6825,Physics,32,28,1
6826,6826,Science,49,36,4
6827,6827,Physics,47,23,4
6828,6828,English,41,22,4
6829,6829,Science,39,16,3
6830,6830,Math,17,12,3
6831,6831,English,22,20,1
6832,6832,Chemistry,39,24,1
6833,6833,English,40,30,5
6834,6834,Chemistry,24,19,4
6835,6835,Science,48,39,5
6836,6836,Chemistry,31,14,2
6837,6837,Physics,39,28,4
6838,6838,Chemistry,11,9,4
6839,6839,Math,47,35,1
6840,6840,Physics,44,25,2
6841,6841,Chemistry,32,14,1
6842,6842,Physics,28,20,2
6843,6843,Chemistry,16,7,3
6844,6844,English,11,4,4
6845,6845,English,34,21,3
6846,6846,Chemistry,11,6,1
6847,6847,English,47,27,1
6848,6848,English,46,42,1
6849,6849,Chemistry,21,15,2
6850,6850,Math,25,12,2
6851,6851,Science,10,8,4
6852,6852,Chemistry,12,9,2
6853,6853,English,36,31,1
6854,6854,English,21,13,1
6855,6855,Science,10,7,4
6856,6856,Math,12,6,4
6857,6857,Math,14,5,5
6858,6858,Physics,22,8,3
6859,6859,English,47,35,3
6860,6860,Science,44,29,4
6861,6861,Chemistry,36,23,3
6862,6862,English,17,14,4
6863,6863,Science,15,9,5
6864,6864,Chemistry,15,12,5
6865,6865,Science,11,7,1
6866,6866,Math,24,17,5
6867,6867,Physics,37,26,5
6868,6868,English,26,18,3
6869,6869,Science,13,6,3
6870,6870,Science,26,13,5
6871,6871,English,30,27,1
6872,6872,Math,25,14,4
6873,6873,Science,27,22,4
6874,6874,Chemistry,21,17,5
6875,6875,Math,45,16,3
6876,6876,Chemistry,45,25,5
6877,6877,Physics,23,15,3
6878,6878,English,33,17,4
6879,6879,Science,17,6,1
